Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Time_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task001/Exp001,Time_Exp/eval_phase/test_stream/Task001/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task002/Exp002,Time_Exp/eval_phase/test_stream/Task002/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task003/Exp003,Time_Exp/eval_phase/test_stream/Task003/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task004/Exp004,Time_Exp/eval_phase/test_stream/Task004/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task005/Exp005,Time_Exp/eval_phase/test_stream/Task005/Exp005,Top1_Acc_Exp/eval_phase/test_stream/Task006/Exp006,Time_Exp/eval_phase/test_stream/Task006/Exp006,Top1_Acc_Exp/eval_phase/test_stream/Task007/Exp007,Time_Exp/eval_phase/test_stream/Task007/Exp007,Top1_Acc_Exp/eval_phase/test_stream/Task008/Exp008,Time_Exp/eval_phase/test_stream/Task008/Exp008,Top1_Acc_Exp/eval_phase/test_stream/Task009/Exp009,Time_Exp/eval_phase/test_stream/Task009/Exp009,Top1_Acc_Stream/eval_phase/test_stream/Task009,Time_Stream/eval_phase/test_stream/Task009,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp000,Time_Exp/eval_phase/train_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/train_stream/Task000,Time_Stream/eval_phase/train_stream/Task000,Top1_Acc_MB/train_phase/train_stream/Task000,Time_MB/train_phase/train_stream/Task000,Top1_Acc_Epoch/train_phase/train_stream/Task000,Time_Epoch/train_phase/train_stream/Task000,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd00299330>/train_phase/train_stream/Task000/Exp000,experience,Top1_Acc_Exp/eval_phase/train_stream/Task001/Exp001,Time_Exp/eval_phase/train_stream/Task001/Exp001,Top1_Acc_Stream/eval_phase/train_stream/Task001,Time_Stream/eval_phase/train_stream/Task001,Top1_Acc_MB/train_phase/train_stream/Task001,Time_MB/train_phase/train_stream/Task001,Top1_Acc_Epoch/train_phase/train_stream/Task001,Time_Epoch/train_phase/train_stream/Task001,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd00299330>/train_phase/train_stream/Task001/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Task002/Exp002,Time_Exp/eval_phase/train_stream/Task002/Exp002,Top1_Acc_Stream/eval_phase/train_stream/Task002,Time_Stream/eval_phase/train_stream/Task002,Top1_Acc_MB/train_phase/train_stream/Task002,Time_MB/train_phase/train_stream/Task002,Top1_Acc_Epoch/train_phase/train_stream/Task002,Time_Epoch/train_phase/train_stream/Task002,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd00299330>/train_phase/train_stream/Task002/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Task003/Exp003,Time_Exp/eval_phase/train_stream/Task003/Exp003,Top1_Acc_Stream/eval_phase/train_stream/Task003,Time_Stream/eval_phase/train_stream/Task003,Top1_Acc_MB/train_phase/train_stream/Task003,Time_MB/train_phase/train_stream/Task003,Top1_Acc_Epoch/train_phase/train_stream/Task003,Time_Epoch/train_phase/train_stream/Task003,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd00299330>/train_phase/train_stream/Task003/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Task004/Exp004,Time_Exp/eval_phase/train_stream/Task004/Exp004,Top1_Acc_Stream/eval_phase/train_stream/Task004,Time_Stream/eval_phase/train_stream/Task004,Top1_Acc_MB/train_phase/train_stream/Task004,Time_MB/train_phase/train_stream/Task004,Top1_Acc_Epoch/train_phase/train_stream/Task004,Time_Epoch/train_phase/train_stream/Task004,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd00299330>/train_phase/train_stream/Task004/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Task005/Exp005,Time_Exp/eval_phase/train_stream/Task005/Exp005,Top1_Acc_Stream/eval_phase/train_stream/Task005,Time_Stream/eval_phase/train_stream/Task005,Top1_Acc_MB/train_phase/train_stream/Task005,Time_MB/train_phase/train_stream/Task005,Top1_Acc_Epoch/train_phase/train_stream/Task005,Time_Epoch/train_phase/train_stream/Task005,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd00299330>/train_phase/train_stream/Task005/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Task006/Exp006,Time_Exp/eval_phase/train_stream/Task006/Exp006,Top1_Acc_Stream/eval_phase/train_stream/Task006,Time_Stream/eval_phase/train_stream/Task006,Top1_Acc_MB/train_phase/train_stream/Task006,Time_MB/train_phase/train_stream/Task006,Top1_Acc_Epoch/train_phase/train_stream/Task006,Time_Epoch/train_phase/train_stream/Task006,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd00299330>/train_phase/train_stream/Task006/Exp006,Top1_Acc_Exp/eval_phase/train_stream/Task007/Exp007,Time_Exp/eval_phase/train_stream/Task007/Exp007,Top1_Acc_Stream/eval_phase/train_stream/Task007,Time_Stream/eval_phase/train_stream/Task007,Top1_Acc_MB/train_phase/train_stream/Task007,Time_MB/train_phase/train_stream/Task007,Top1_Acc_Epoch/train_phase/train_stream/Task007,Time_Epoch/train_phase/train_stream/Task007,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd00299330>/train_phase/train_stream/Task007/Exp007,Top1_Acc_Exp/eval_phase/train_stream/Task008/Exp008,Time_Exp/eval_phase/train_stream/Task008/Exp008,Top1_Acc_Stream/eval_phase/train_stream/Task008,Time_Stream/eval_phase/train_stream/Task008,Top1_Acc_MB/train_phase/train_stream/Task008,Time_MB/train_phase/train_stream/Task008,Top1_Acc_Epoch/train_phase/train_stream/Task008,Time_Epoch/train_phase/train_stream/Task008,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd00299330>/train_phase/train_stream/Task008/Exp008,Top1_Acc_Exp/eval_phase/train_stream/Task009/Exp009,Time_Exp/eval_phase/train_stream/Task009/Exp009,Top1_Acc_Stream/eval_phase/train_stream/Task009,Time_Stream/eval_phase/train_stream/Task009,Top1_Acc_MB/train_phase/train_stream/Task009,Time_MB/train_phase/train_stream/Task009,Top1_Acc_Epoch/train_phase/train_stream/Task009,Time_Epoch/train_phase/train_stream/Task009,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd00299330>/train_phase/train_stream/Task009/Exp009
0.25,0.06539011979475617,0.25925925925925924,0.0867116879671812,0.16129032258064516,0.09957088762894273,0.2,0.06513292482122779,0.2830188679245283,0.16159647284075618,0.27586206896551724,0.09078197414055467,0.1,0.06409470876678824,0.25,0.06486930977553129,0.1,0.06504644360393286,0.2,0.11143812164664268,0.21818181818181817,0.9050118210725486,0.2125,0.2446931921876967,0.2125,0.2470672307536006,0.3125,0.1216455390676856,0.25,0.5836355751380324,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.06499660294502974,0.25925925925925924,0.08608890790492296,0.16129032258064516,0.0990807400085032,0.2,0.06503466283902526,0.2830188679245283,0.1634308029897511,0.27586206896551724,0.09169143019244075,0.1,0.06497200205922127,0.25,0.06492716120555997,0.1,0.06487875105813146,0.2,0.11138185067102313,0.21818181818181817,0.9057634440250695,0.2125,0.2446931921876967,0.2125,0.2470672307536006,0.3125,0.1216455390676856,0.25,0.5836355751380324,0.0,2,0.16666666666666666,0.32685990491881967,0.16666666666666666,0.32921079406514764,0.16666666666666666,0.09480962110683322,0.16666666666666666,0.7740514888428152,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.06495738169178367,0.25925925925925924,0.08617648901417851,0.16129032258064516,0.09907979983836412,0.2,0.06494769267737865,0.2830188679245283,0.16252091713249683,0.27586206896551724,0.0916767599992454,0.1,0.06498315325006843,0.25,0.06482111010700464,0.1,0.06489708088338375,0.2,0.11140683200210333,0.21818181818181817,0.9046835359185934,0.2125,0.2446931921876967,0.2125,0.2470672307536006,0.3125,0.1216455390676856,0.25,0.5836355751380324,0.0,3,0.16666666666666666,0.32685990491881967,0.16666666666666666,0.32921079406514764,0.16666666666666666,0.09480962110683322,0.16666666666666666,0.7740514888428152,0.0,0.18181818181818182,0.35976947424933314,0.18181818181818182,0.3621445130556822,0.12,0.18800244387239218,0.18181818181818182,0.8688744604587555,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.06497346283867955,0.25925925925925924,0.08614948904141784,0.16129032258064516,0.09911320125684142,0.2,0.0650109532289207,0.2830188679245283,0.16335303196683526,0.27586206896551724,0.09165649907663465,0.1,0.06496387207880616,0.25,0.06481981091201305,0.1,0.06483784085139632,0.2,0.11065450962632895,0.21818181818181817,0.9049185290932655,0.2125,0.2446931921876967,0.2125,0.2470672307536006,0.3125,0.1216455390676856,0.25,0.5836355751380324,0.0,4,0.16666666666666666,0.32685990491881967,0.16666666666666666,0.32921079406514764,0.16666666666666666,0.09480962110683322,0.16666666666666666,0.7740514888428152,0.0,0.18181818181818182,0.35976947424933314,0.18181818181818182,0.3621445130556822,0.12,0.18800244387239218,0.18181818181818182,0.8688744604587555,0.0,0.325,0.24799070600420237,0.325,0.25035707373172045,0.4375,0.1214925367385149,0.325,0.5752828177064657,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.07682029623538256,0.25925925925925924,0.10174197377637029,0.16129032258064516,0.11576422303915024,0.2,0.07684665732085705,0.2830188679245283,0.19217781303450465,0.27586206896551724,0.1081637591123581,0.1,0.07680985704064369,0.25,0.0764810610562563,0.1,0.0767563059926033,0.2,0.1308187497779727,0.21818181818181817,1.0624815560877323,0.2125,0.2446931921876967,0.2125,0.2470672307536006,0.3125,0.1216455390676856,0.25,0.5836355751380324,0.0,5,0.16666666666666666,0.32685990491881967,0.16666666666666666,0.32921079406514764,0.16666666666666666,0.09480962110683322,0.16666666666666666,0.7740514888428152,0.0,0.18181818181818182,0.35976947424933314,0.18181818181818182,0.3621445130556822,0.12,0.18800244387239218,0.18181818181818182,0.8688744604587555,0.0,0.325,0.24799070600420237,0.325,0.25035707373172045,0.4375,0.1214925367385149,0.325,0.5752828177064657,0.0,0.19811320754716982,0.7277174522168934,0.19811320754716982,0.7300918200053275,0.35,0.1749592707492411,0.19811320754716982,1.7757153897546232,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.07709486084058881,0.25925925925925924,0.10206702910363674,0.16129032258064516,0.11628368217498064,0.2,0.07643930986523628,0.2830188679245283,0.19284939300268888,0.27586206896551724,0.10778792202472687,0.1,0.07648361986503005,0.25,0.0766265238635242,0.1,0.07648350112140179,0.2,0.13011292787268758,0.21818181818181817,1.062353623099625,0.2125,0.2446931921876967,0.2125,0.2470672307536006,0.3125,0.1216455390676856,0.25,0.5836355751380324,0.0,6,0.16666666666666666,0.32685990491881967,0.16666666666666666,0.32921079406514764,0.16666666666666666,0.09480962110683322,0.16666666666666666,0.7740514888428152,0.0,0.18181818181818182,0.35976947424933314,0.18181818181818182,0.3621445130556822,0.12,0.18800244387239218,0.18181818181818182,0.8688744604587555,0.0,0.325,0.24799070600420237,0.325,0.25035707373172045,0.4375,0.1214925367385149,0.325,0.5752828177064657,0.0,0.19811320754716982,0.7277174522168934,0.19811320754716982,0.7300918200053275,0.35,0.1749592707492411,0.19811320754716982,1.7757153897546232,0.0,0.25217391304347825,0.39784332597628236,0.25217391304347825,0.4002155251801014,0.15789473684210525,0.16740833781659603,0.25217391304347825,0.9682989553548396,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.07600292284041643,0.25925925925925924,0.10117638483643532,0.16129032258064516,0.11631997209042311,0.2,0.07586797093972564,0.2830188679245283,0.19170089485123754,0.27586206896551724,0.10826920997351408,0.1,0.0768248662352562,0.25,0.07686581742018461,0.1,0.07642562873661518,0.2,0.12968102097511292,0.21818181818181817,1.0592079609632492,0.2125,0.2446931921876967,0.2125,0.2470672307536006,0.3125,0.1216455390676856,0.25,0.5836355751380324,0.0,7,0.16666666666666666,0.32685990491881967,0.16666666666666666,0.32921079406514764,0.16666666666666666,0.09480962110683322,0.16666666666666666,0.7740514888428152,0.0,0.18181818181818182,0.35976947424933314,0.18181818181818182,0.3621445130556822,0.12,0.18800244387239218,0.18181818181818182,0.8688744604587555,0.0,0.325,0.24799070600420237,0.325,0.25035707373172045,0.4375,0.1214925367385149,0.325,0.5752828177064657,0.0,0.19811320754716982,0.7277174522168934,0.19811320754716982,0.7300918200053275,0.35,0.1749592707492411,0.19811320754716982,1.7757153897546232,0.0,0.25217391304347825,0.39784332597628236,0.25217391304347825,0.4002155251801014,0.15789473684210525,0.16740833781659603,0.25217391304347825,0.9682989553548396,0.0,0.225,0.28485361905768514,0.225,0.2872326672077179,0.125,0.14319099206477404,0.225,0.6783725037239492,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.07726737344637513,0.25925925925925924,0.101806805934757,0.16129032258064516,0.11627700133249164,0.2,0.0765124917961657,0.2830188679245283,0.19196491921320558,0.27586206896551724,0.10825690114870667,0.1,0.0767958159558475,0.25,0.07676864601671696,0.1,0.07652410212904215,0.2,0.1303718718700111,0.21818181818181817,1.06261119665578,0.2125,0.2446931921876967,0.2125,0.2470672307536006,0.3125,0.1216455390676856,0.25,0.5836355751380324,0.0,8,0.16666666666666666,0.32685990491881967,0.16666666666666666,0.32921079406514764,0.16666666666666666,0.09480962110683322,0.16666666666666666,0.7740514888428152,0.0,0.18181818181818182,0.35976947424933314,0.18181818181818182,0.3621445130556822,0.12,0.18800244387239218,0.18181818181818182,0.8688744604587555,0.0,0.325,0.24799070600420237,0.325,0.25035707373172045,0.4375,0.1214925367385149,0.325,0.5752828177064657,0.0,0.19811320754716982,0.7277174522168934,0.19811320754716982,0.7300918200053275,0.35,0.1749592707492411,0.19811320754716982,1.7757153897546232,0.0,0.25217391304347825,0.39784332597628236,0.25217391304347825,0.4002155251801014,0.15789473684210525,0.16740833781659603,0.25217391304347825,0.9682989553548396,0.0,0.225,0.28485361905768514,0.225,0.2872326672077179,0.125,0.14319099206477404,0.225,0.6783725037239492,0.0,0.2625,0.28420412680134177,0.2625,0.28659946704283357,0.125,0.14337346516549587,0.2625,0.6783217419870198,0.0,,,,,,,,,,,,,,,,,,
0.25,0.07685404596850276,0.25925925925925924,0.1018151449970901,0.16129032258064516,0.11572446208447218,0.2,0.07629974838346243,0.2830188679245283,0.19282490434125066,0.27586206896551724,0.0920298551209271,0.1,0.06403193669393659,0.25,0.06483776122331619,0.1,0.06484144972637296,0.2,0.11142761213704944,0.21818181818181817,0.9904525461606681,0.2125,0.2446931921876967,0.2125,0.2470672307536006,0.3125,0.1216455390676856,0.25,0.5836355751380324,0.0,9,0.16666666666666666,0.32685990491881967,0.16666666666666666,0.32921079406514764,0.16666666666666666,0.09480962110683322,0.16666666666666666,0.7740514888428152,0.0,0.18181818181818182,0.35976947424933314,0.18181818181818182,0.3621445130556822,0.12,0.18800244387239218,0.18181818181818182,0.8688744604587555,0.0,0.325,0.24799070600420237,0.325,0.25035707373172045,0.4375,0.1214925367385149,0.325,0.5752828177064657,0.0,0.19811320754716982,0.7277174522168934,0.19811320754716982,0.7300918200053275,0.35,0.1749592707492411,0.19811320754716982,1.7757153897546232,0.0,0.25217391304347825,0.39784332597628236,0.25217391304347825,0.4002155251801014,0.15789473684210525,0.16740833781659603,0.25217391304347825,0.9682989553548396,0.0,0.225,0.28485361905768514,0.225,0.2872326672077179,0.125,0.14319099206477404,0.225,0.6783725037239492,0.0,0.2625,0.28420412680134177,0.2625,0.28659946704283357,0.125,0.14337346516549587,0.2625,0.6783217419870198,0.0,0.2375,0.28450651187449694,0.2375,0.2868956411257386,0.1875,0.1433453829959035,0.2375,0.6795282117091119,0.0,,,,,,,,,
0.25,0.06499415310099721,0.25925925925925924,0.08616427797824144,0.16129032258064516,0.09919503331184387,0.2,0.06498029222711921,0.2830188679245283,0.16345417313277721,0.27586206896551724,0.09159912820905447,0.1,0.06499237334355712,0.25,0.06483035022392869,0.1,0.0648267101496458,0.2,0.11049508675932884,0.21818181818181817,0.9050483088940382,0.2125,0.2446931921876967,0.2125,0.2470672307536006,0.3125,0.1216455390676856,0.25,0.5836355751380324,0.0,10,0.16666666666666666,0.32685990491881967,0.16666666666666666,0.32921079406514764,0.16666666666666666,0.09480962110683322,0.16666666666666666,0.7740514888428152,0.0,0.18181818181818182,0.35976947424933314,0.18181818181818182,0.3621445130556822,0.12,0.18800244387239218,0.18181818181818182,0.8688744604587555,0.0,0.325,0.24799070600420237,0.325,0.25035707373172045,0.4375,0.1214925367385149,0.325,0.5752828177064657,0.0,0.19811320754716982,0.7277174522168934,0.19811320754716982,0.7300918200053275,0.35,0.1749592707492411,0.19811320754716982,1.7757153897546232,0.0,0.25217391304347825,0.39784332597628236,0.25217391304347825,0.4002155251801014,0.15789473684210525,0.16740833781659603,0.25217391304347825,0.9682989553548396,0.0,0.225,0.28485361905768514,0.225,0.2872326672077179,0.125,0.14319099206477404,0.225,0.6783725037239492,0.0,0.2625,0.28420412680134177,0.2625,0.28659946704283357,0.125,0.14337346516549587,0.2625,0.6783217419870198,0.0,0.2375,0.28450651187449694,0.2375,0.2868956411257386,0.1875,0.1433453829959035,0.2375,0.6795282117091119,0.0,0.21014492753623187,0.41086181765422225,0.21014492753623187,0.41320236679166555,0.2,0.07815035711973906,0.21014492753623187,0.9850060269236565,0.0
