Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Time_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task001/Exp001,Time_Exp/eval_phase/test_stream/Task001/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task002/Exp002,Time_Exp/eval_phase/test_stream/Task002/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task003/Exp003,Time_Exp/eval_phase/test_stream/Task003/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task004/Exp004,Time_Exp/eval_phase/test_stream/Task004/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task005/Exp005,Time_Exp/eval_phase/test_stream/Task005/Exp005,Top1_Acc_Exp/eval_phase/test_stream/Task006/Exp006,Time_Exp/eval_phase/test_stream/Task006/Exp006,Top1_Acc_Exp/eval_phase/test_stream/Task007/Exp007,Time_Exp/eval_phase/test_stream/Task007/Exp007,Top1_Acc_Exp/eval_phase/test_stream/Task008/Exp008,Time_Exp/eval_phase/test_stream/Task008/Exp008,Top1_Acc_Exp/eval_phase/test_stream/Task009/Exp009,Time_Exp/eval_phase/test_stream/Task009/Exp009,Top1_Acc_Stream/eval_phase/test_stream/Task009,Time_Stream/eval_phase/test_stream/Task009,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp000,Time_Exp/eval_phase/train_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/train_stream/Task000,Time_Stream/eval_phase/train_stream/Task000,Top1_Acc_MB/train_phase/train_stream/Task000,Time_MB/train_phase/train_stream/Task000,Top1_Acc_Epoch/train_phase/train_stream/Task000,Time_Epoch/train_phase/train_stream/Task000,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8c2d0ca0>/train_phase/train_stream/Task000/Exp000,experience,Top1_Acc_Exp/eval_phase/train_stream/Task001/Exp001,Time_Exp/eval_phase/train_stream/Task001/Exp001,Top1_Acc_Stream/eval_phase/train_stream/Task001,Time_Stream/eval_phase/train_stream/Task001,Top1_Acc_MB/train_phase/train_stream/Task001,Time_MB/train_phase/train_stream/Task001,Top1_Acc_Epoch/train_phase/train_stream/Task001,Time_Epoch/train_phase/train_stream/Task001,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8c2d0ca0>/train_phase/train_stream/Task001/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Task002/Exp002,Time_Exp/eval_phase/train_stream/Task002/Exp002,Top1_Acc_Stream/eval_phase/train_stream/Task002,Time_Stream/eval_phase/train_stream/Task002,Top1_Acc_MB/train_phase/train_stream/Task002,Time_MB/train_phase/train_stream/Task002,Top1_Acc_Epoch/train_phase/train_stream/Task002,Time_Epoch/train_phase/train_stream/Task002,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8c2d0ca0>/train_phase/train_stream/Task002/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Task003/Exp003,Time_Exp/eval_phase/train_stream/Task003/Exp003,Top1_Acc_Stream/eval_phase/train_stream/Task003,Time_Stream/eval_phase/train_stream/Task003,Top1_Acc_MB/train_phase/train_stream/Task003,Time_MB/train_phase/train_stream/Task003,Top1_Acc_Epoch/train_phase/train_stream/Task003,Time_Epoch/train_phase/train_stream/Task003,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8c2d0ca0>/train_phase/train_stream/Task003/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Task004/Exp004,Time_Exp/eval_phase/train_stream/Task004/Exp004,Top1_Acc_Stream/eval_phase/train_stream/Task004,Time_Stream/eval_phase/train_stream/Task004,Top1_Acc_MB/train_phase/train_stream/Task004,Time_MB/train_phase/train_stream/Task004,Top1_Acc_Epoch/train_phase/train_stream/Task004,Time_Epoch/train_phase/train_stream/Task004,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8c2d0ca0>/train_phase/train_stream/Task004/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Task005/Exp005,Time_Exp/eval_phase/train_stream/Task005/Exp005,Top1_Acc_Stream/eval_phase/train_stream/Task005,Time_Stream/eval_phase/train_stream/Task005,Top1_Acc_MB/train_phase/train_stream/Task005,Time_MB/train_phase/train_stream/Task005,Top1_Acc_Epoch/train_phase/train_stream/Task005,Time_Epoch/train_phase/train_stream/Task005,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8c2d0ca0>/train_phase/train_stream/Task005/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Task006/Exp006,Time_Exp/eval_phase/train_stream/Task006/Exp006,Top1_Acc_Stream/eval_phase/train_stream/Task006,Time_Stream/eval_phase/train_stream/Task006,Top1_Acc_MB/train_phase/train_stream/Task006,Time_MB/train_phase/train_stream/Task006,Top1_Acc_Epoch/train_phase/train_stream/Task006,Time_Epoch/train_phase/train_stream/Task006,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8c2d0ca0>/train_phase/train_stream/Task006/Exp006,Top1_Acc_Exp/eval_phase/train_stream/Task007/Exp007,Time_Exp/eval_phase/train_stream/Task007/Exp007,Top1_Acc_Stream/eval_phase/train_stream/Task007,Time_Stream/eval_phase/train_stream/Task007,Top1_Acc_MB/train_phase/train_stream/Task007,Time_MB/train_phase/train_stream/Task007,Top1_Acc_Epoch/train_phase/train_stream/Task007,Time_Epoch/train_phase/train_stream/Task007,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8c2d0ca0>/train_phase/train_stream/Task007/Exp007,Top1_Acc_Exp/eval_phase/train_stream/Task008/Exp008,Time_Exp/eval_phase/train_stream/Task008/Exp008,Top1_Acc_Stream/eval_phase/train_stream/Task008,Time_Stream/eval_phase/train_stream/Task008,Top1_Acc_MB/train_phase/train_stream/Task008,Time_MB/train_phase/train_stream/Task008,Top1_Acc_Epoch/train_phase/train_stream/Task008,Time_Epoch/train_phase/train_stream/Task008,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8c2d0ca0>/train_phase/train_stream/Task008/Exp008,Top1_Acc_Exp/eval_phase/train_stream/Task009/Exp009,Time_Exp/eval_phase/train_stream/Task009/Exp009,Top1_Acc_Stream/eval_phase/train_stream/Task009,Time_Stream/eval_phase/train_stream/Task009,Top1_Acc_MB/train_phase/train_stream/Task009,Time_MB/train_phase/train_stream/Task009,Top1_Acc_Epoch/train_phase/train_stream/Task009,Time_Epoch/train_phase/train_stream/Task009,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8c2d0ca0>/train_phase/train_stream/Task009/Exp009
0.25,0.14025110704824328,0.25925925925925924,0.1831572586670518,0.16129032258064516,0.2199308918789029,0.2,0.1370269637554884,0.2830188679245283,0.34130694903433323,0.27586206896551724,0.18424487672746181,0.1,0.1490340712480247,0.25,0.11944889556616545,0.1,0.1492986660450697,0.2,0.24990463256835938,0.21818181818181817,1.9042555456981063,0.2125,0.4854658697731793,0.2125,0.48784237867221236,0.3125,0.27352869883179665,0.25,1.263951860833913,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.1496388609521091,0.25925925925925924,0.19529099809005857,0.16129032258064516,0.2226174660027027,0.2,0.14014544617384672,0.2830188679245283,0.3495085332542658,0.27586206896551724,0.2083060508593917,0.1,0.14919605338945985,0.25,0.14919237326830626,0.1,0.14909164188429713,0.2,0.24981564097106457,0.21818181818181817,1.9934446448460221,0.2125,0.4854658697731793,0.2125,0.48784237867221236,0.3125,0.27352869883179665,0.25,1.263951860833913,0.0,2,0.16666666666666666,0.6908772340975702,0.16666666666666666,0.693275922909379,0.16666666666666666,0.20911827497184277,0.16666666666666666,1.675624801311642,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.14120588079094887,0.25925925925925924,0.1955775828100741,0.16129032258064516,0.21369512006640434,0.2,0.1467562927864492,0.2830188679245283,0.35501918429508805,0.27586206896551724,0.20833034068346024,0.1,0.1372956191189587,0.25,0.14924323372542858,0.1,0.14933127583935857,0.2,0.24977103993296623,0.21818181818181817,1.9768597618676722,0.2125,0.4854658697731793,0.2125,0.48784237867221236,0.3125,0.27352869883179665,0.25,1.263951860833913,0.0,3,0.16666666666666666,0.6908772340975702,0.16666666666666666,0.693275922909379,0.16666666666666666,0.20911827497184277,0.16666666666666666,1.675624801311642,0.0,0.18181818181818182,0.7631581081077456,0.18181818181818182,0.765545517206192,0.12,0.39120024628937244,0.18181818181818182,1.8120947037823498,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.15005720686167479,0.25925925925925924,0.16699077421799302,0.16129032258064516,0.2223584009334445,0.2,0.14931525522843003,0.2830188679245283,0.3547559790313244,0.27586206896551724,0.19969548983499408,0.1,0.1491686822846532,0.25,0.13693690299987793,0.1,0.1493319347500801,0.2,0.24743397207930684,0.21818181818181817,1.9567869920283556,0.2125,0.4854658697731793,0.2125,0.48784237867221236,0.3125,0.27352869883179665,0.25,1.263951860833913,0.0,4,0.16666666666666666,0.6908772340975702,0.16666666666666666,0.693275922909379,0.16666666666666666,0.20911827497184277,0.16666666666666666,1.675624801311642,0.0,0.18181818181818182,0.7631581081077456,0.18181818181818182,0.765545517206192,0.12,0.39120024628937244,0.18181818181818182,1.8120947037823498,0.0,0.325,0.49049655301496387,0.325,0.49289463134482503,0.4375,0.26325281988829374,0.325,1.2112582651898265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.13531766599044204,0.25925925925925924,0.1692635309882462,0.16129032258064516,0.22172125987708569,0.2,0.11994391400367022,0.2830188679245283,0.36351390182971954,0.27586206896551724,0.17991024628281593,0.1,0.14926132326945662,0.25,0.14934497606009245,0.1,0.14028219785541296,0.2,0.24979698983952403,0.21818181818181817,1.9089974970556796,0.2125,0.4854658697731793,0.2125,0.48784237867221236,0.3125,0.27352869883179665,0.25,1.263951860833913,0.0,5,0.16666666666666666,0.6908772340975702,0.16666666666666666,0.693275922909379,0.16666666666666666,0.20911827497184277,0.16666666666666666,1.675624801311642,0.0,0.18181818181818182,0.7631581081077456,0.18181818181818182,0.765545517206192,0.12,0.39120024628937244,0.18181818181818182,1.8120947037823498,0.0,0.325,0.49049655301496387,0.325,0.49289463134482503,0.4375,0.26325281988829374,0.325,1.2112582651898265,0.0,0.19811320754716982,1.2890221360139549,0.19811320754716982,1.2914322162978351,0.35,0.30742723401635885,0.19811320754716982,3.1838075811974704,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.14785865135490894,0.25925925925925924,0.19559373194351792,0.16129032258064516,0.19575203489512205,0.2,0.1496887211687863,0.2830188679245283,0.3549472405575216,0.27586206896551724,0.20813491800799966,0.1,0.1494031259790063,0.25,0.14031964680179954,0.1,0.1491323816590011,0.2,0.24522441532462835,0.21818181818181817,1.966840153094381,0.2125,0.4854658697731793,0.2125,0.48784237867221236,0.3125,0.27352869883179665,0.25,1.263951860833913,0.0,6,0.16666666666666666,0.6908772340975702,0.16666666666666666,0.693275922909379,0.16666666666666666,0.20911827497184277,0.16666666666666666,1.675624801311642,0.0,0.18181818181818182,0.7631581081077456,0.18181818181818182,0.765545517206192,0.12,0.39120024628937244,0.18181818181818182,1.8120947037823498,0.0,0.325,0.49049655301496387,0.325,0.49289463134482503,0.4375,0.26325281988829374,0.325,1.2112582651898265,0.0,0.19811320754716982,1.2890221360139549,0.19811320754716982,1.2914322162978351,0.35,0.30742723401635885,0.19811320754716982,3.1838075811974704,0.0,0.25217391304347825,0.7061124313622713,0.25217391304347825,0.7084914208389819,0.15789473684210525,0.2967384378425777,0.25217391304347825,1.7146141342818737,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.14995741518214345,0.25925925925925924,0.18288186378777027,0.16129032258064516,0.2101595508866012,0.2,0.13726582704111934,0.2830188679245283,0.33956897910684347,0.27586206896551724,0.15088691981509328,0.1,0.06413082033395767,0.25,0.06392274610698223,0.1,0.0639634570106864,0.2,0.10959570528939366,0.21818181818181817,1.5024429578334093,0.2125,0.4854658697731793,0.2125,0.48784237867221236,0.3125,0.27352869883179665,0.25,1.263951860833913,0.0,7,0.16666666666666666,0.6908772340975702,0.16666666666666666,0.693275922909379,0.16666666666666666,0.20911827497184277,0.16666666666666666,1.675624801311642,0.0,0.18181818181818182,0.7631581081077456,0.18181818181818182,0.765545517206192,0.12,0.39120024628937244,0.18181818181818182,1.8120947037823498,0.0,0.325,0.49049655301496387,0.325,0.49289463134482503,0.4375,0.26325281988829374,0.325,1.2112582651898265,0.0,0.19811320754716982,1.2890221360139549,0.19811320754716982,1.2914322162978351,0.35,0.30742723401635885,0.19811320754716982,3.1838075811974704,0.0,0.25217391304347825,0.7061124313622713,0.25217391304347825,0.7084914208389819,0.15789473684210525,0.2967384378425777,0.25217391304347825,1.7146141342818737,0.0,0.225,0.5031287469901145,0.225,0.505524355918169,0.125,0.2469225930981338,0.225,1.2184722991660237,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.10626398865133524,0.25925925925925924,0.18380410876125097,0.16129032258064516,0.21010331017896533,0.2,0.13814379135146737,0.2830188679245283,0.3525481317192316,0.27586206896551724,0.1974322716705501,0.1,0.13779003592208028,0.25,0.13768008397892118,0.1,0.13791236793622375,0.2,0.2386451167985797,0.21818181818181817,1.8711203029379249,0.2125,0.4854658697731793,0.2125,0.48784237867221236,0.3125,0.27352869883179665,0.25,1.263951860833913,0.0,8,0.16666666666666666,0.6908772340975702,0.16666666666666666,0.693275922909379,0.16666666666666666,0.20911827497184277,0.16666666666666666,1.675624801311642,0.0,0.18181818181818182,0.7631581081077456,0.18181818181818182,0.765545517206192,0.12,0.39120024628937244,0.18181818181818182,1.8120947037823498,0.0,0.325,0.49049655301496387,0.325,0.49289463134482503,0.4375,0.26325281988829374,0.325,1.2112582651898265,0.0,0.19811320754716982,1.2890221360139549,0.19811320754716982,1.2914322162978351,0.35,0.30742723401635885,0.19811320754716982,3.1838075811974704,0.0,0.25217391304347825,0.7061124313622713,0.25217391304347825,0.7084914208389819,0.15789473684210525,0.2967384378425777,0.25217391304347825,1.7146141342818737,0.0,0.225,0.5031287469901145,0.225,0.505524355918169,0.125,0.2469225930981338,0.225,1.2184722991660237,0.0,0.2625,0.281181113794446,0.2625,0.28359389398247004,0.125,0.1225093062967062,0.2625,0.5700074108317494,0.0,,,,,,,,,,,,,,,,,,
0.25,0.12450894806534052,0.25925925925925924,0.18098595272749662,0.16129032258064516,0.21098393388092518,0.2,0.1373313581570983,0.2830188679245283,0.35147731425240636,0.27586206896551724,0.19611197104677558,0.1,0.13677797932177782,0.25,0.13687821105122566,0.1,0.13714559469372034,0.2,0.23773070191964507,0.21818181818181817,1.8808417208492756,0.2125,0.4854658697731793,0.2125,0.48784237867221236,0.3125,0.27352869883179665,0.25,1.263951860833913,0.0,9,0.16666666666666666,0.6908772340975702,0.16666666666666666,0.693275922909379,0.16666666666666666,0.20911827497184277,0.16666666666666666,1.675624801311642,0.0,0.18181818181818182,0.7631581081077456,0.18181818181818182,0.765545517206192,0.12,0.39120024628937244,0.18181818181818182,1.8120947037823498,0.0,0.325,0.49049655301496387,0.325,0.49289463134482503,0.4375,0.26325281988829374,0.325,1.2112582651898265,0.0,0.19811320754716982,1.2890221360139549,0.19811320754716982,1.2914322162978351,0.35,0.30742723401635885,0.19811320754716982,3.1838075811974704,0.0,0.25217391304347825,0.7061124313622713,0.25217391304347825,0.7084914208389819,0.15789473684210525,0.2967384378425777,0.25217391304347825,1.7146141342818737,0.0,0.225,0.5031287469901145,0.225,0.505524355918169,0.125,0.2469225930981338,0.225,1.2184722991660237,0.0,0.2625,0.281181113794446,0.2625,0.28359389398247004,0.125,0.1225093062967062,0.2625,0.5700074108317494,0.0,0.2375,0.5208486970514059,0.2375,0.5232501258142292,0.1875,0.26326955016702414,0.2375,1.2408699137158692,0.0,,,,,,,,,
0.25,0.1396911866031587,0.25925925925925924,0.19535976834595203,0.16129032258064516,0.21033111307770014,0.2,0.13544749794527888,0.2830188679245283,0.3251471030525863,0.27586206896551724,0.20825787913054228,0.1,0.11745647294446826,0.25,0.14933529496192932,0.1,0.14908106019720435,0.2,0.24733366863802075,0.21818181818181817,1.90832067001611,0.2125,0.4854658697731793,0.2125,0.48784237867221236,0.3125,0.27352869883179665,0.25,1.263951860833913,0.0,10,0.16666666666666666,0.6908772340975702,0.16666666666666666,0.693275922909379,0.16666666666666666,0.20911827497184277,0.16666666666666666,1.675624801311642,0.0,0.18181818181818182,0.7631581081077456,0.18181818181818182,0.765545517206192,0.12,0.39120024628937244,0.18181818181818182,1.8120947037823498,0.0,0.325,0.49049655301496387,0.325,0.49289463134482503,0.4375,0.26325281988829374,0.325,1.2112582651898265,0.0,0.19811320754716982,1.2890221360139549,0.19811320754716982,1.2914322162978351,0.35,0.30742723401635885,0.19811320754716982,3.1838075811974704,0.0,0.25217391304347825,0.7061124313622713,0.25217391304347825,0.7084914208389819,0.15789473684210525,0.2967384378425777,0.25217391304347825,1.7146141342818737,0.0,0.225,0.5031287469901145,0.225,0.505524355918169,0.125,0.2469225930981338,0.225,1.2184722991660237,0.0,0.2625,0.281181113794446,0.2625,0.28359389398247004,0.125,0.1225093062967062,0.2625,0.5700074108317494,0.0,0.2375,0.5208486970514059,0.2375,0.5232501258142292,0.1875,0.26326955016702414,0.2375,1.2408699137158692,0.0,0.21014492753623187,0.8411017288453877,0.21014492753623187,0.8435020581819117,0.2,0.1803454919718206,0.21014492753623187,2.142249999102205,0.0
