Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000,Time_Exp/eval_phase/test_stream/Task000/Exp000,Top1_Acc_Exp/eval_phase/test_stream/Task001/Exp001,Time_Exp/eval_phase/test_stream/Task001/Exp001,Top1_Acc_Exp/eval_phase/test_stream/Task002/Exp002,Time_Exp/eval_phase/test_stream/Task002/Exp002,Top1_Acc_Exp/eval_phase/test_stream/Task003/Exp003,Time_Exp/eval_phase/test_stream/Task003/Exp003,Top1_Acc_Exp/eval_phase/test_stream/Task004/Exp004,Time_Exp/eval_phase/test_stream/Task004/Exp004,Top1_Acc_Exp/eval_phase/test_stream/Task005/Exp005,Time_Exp/eval_phase/test_stream/Task005/Exp005,Top1_Acc_Exp/eval_phase/test_stream/Task006/Exp006,Time_Exp/eval_phase/test_stream/Task006/Exp006,Top1_Acc_Exp/eval_phase/test_stream/Task007/Exp007,Time_Exp/eval_phase/test_stream/Task007/Exp007,Top1_Acc_Exp/eval_phase/test_stream/Task008/Exp008,Time_Exp/eval_phase/test_stream/Task008/Exp008,Top1_Acc_Exp/eval_phase/test_stream/Task009/Exp009,Time_Exp/eval_phase/test_stream/Task009/Exp009,Top1_Acc_Stream/eval_phase/test_stream/Task009,Time_Stream/eval_phase/test_stream/Task009,Top1_Acc_Exp/eval_phase/train_stream/Task000/Exp000,Time_Exp/eval_phase/train_stream/Task000/Exp000,Top1_Acc_Stream/eval_phase/train_stream/Task000,Time_Stream/eval_phase/train_stream/Task000,Top1_Acc_MB/train_phase/train_stream/Task000,Time_MB/train_phase/train_stream/Task000,Top1_Acc_Epoch/train_phase/train_stream/Task000,Time_Epoch/train_phase/train_stream/Task000,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8b9b6920>/train_phase/train_stream/Task000/Exp000,experience,Top1_Acc_Exp/eval_phase/train_stream/Task001/Exp001,Time_Exp/eval_phase/train_stream/Task001/Exp001,Top1_Acc_Stream/eval_phase/train_stream/Task001,Time_Stream/eval_phase/train_stream/Task001,Top1_Acc_MB/train_phase/train_stream/Task001,Time_MB/train_phase/train_stream/Task001,Top1_Acc_Epoch/train_phase/train_stream/Task001,Time_Epoch/train_phase/train_stream/Task001,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8b9b6920>/train_phase/train_stream/Task001/Exp001,Top1_Acc_Exp/eval_phase/train_stream/Task002/Exp002,Time_Exp/eval_phase/train_stream/Task002/Exp002,Top1_Acc_Stream/eval_phase/train_stream/Task002,Time_Stream/eval_phase/train_stream/Task002,Top1_Acc_MB/train_phase/train_stream/Task002,Time_MB/train_phase/train_stream/Task002,Top1_Acc_Epoch/train_phase/train_stream/Task002,Time_Epoch/train_phase/train_stream/Task002,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8b9b6920>/train_phase/train_stream/Task002/Exp002,Top1_Acc_Exp/eval_phase/train_stream/Task003/Exp003,Time_Exp/eval_phase/train_stream/Task003/Exp003,Top1_Acc_Stream/eval_phase/train_stream/Task003,Time_Stream/eval_phase/train_stream/Task003,Top1_Acc_MB/train_phase/train_stream/Task003,Time_MB/train_phase/train_stream/Task003,Top1_Acc_Epoch/train_phase/train_stream/Task003,Time_Epoch/train_phase/train_stream/Task003,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8b9b6920>/train_phase/train_stream/Task003/Exp003,Top1_Acc_Exp/eval_phase/train_stream/Task004/Exp004,Time_Exp/eval_phase/train_stream/Task004/Exp004,Top1_Acc_Stream/eval_phase/train_stream/Task004,Time_Stream/eval_phase/train_stream/Task004,Top1_Acc_MB/train_phase/train_stream/Task004,Time_MB/train_phase/train_stream/Task004,Top1_Acc_Epoch/train_phase/train_stream/Task004,Time_Epoch/train_phase/train_stream/Task004,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8b9b6920>/train_phase/train_stream/Task004/Exp004,Top1_Acc_Exp/eval_phase/train_stream/Task005/Exp005,Time_Exp/eval_phase/train_stream/Task005/Exp005,Top1_Acc_Stream/eval_phase/train_stream/Task005,Time_Stream/eval_phase/train_stream/Task005,Top1_Acc_MB/train_phase/train_stream/Task005,Time_MB/train_phase/train_stream/Task005,Top1_Acc_Epoch/train_phase/train_stream/Task005,Time_Epoch/train_phase/train_stream/Task005,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8b9b6920>/train_phase/train_stream/Task005/Exp005,Top1_Acc_Exp/eval_phase/train_stream/Task006/Exp006,Time_Exp/eval_phase/train_stream/Task006/Exp006,Top1_Acc_Stream/eval_phase/train_stream/Task006,Time_Stream/eval_phase/train_stream/Task006,Top1_Acc_MB/train_phase/train_stream/Task006,Time_MB/train_phase/train_stream/Task006,Top1_Acc_Epoch/train_phase/train_stream/Task006,Time_Epoch/train_phase/train_stream/Task006,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8b9b6920>/train_phase/train_stream/Task006/Exp006,Top1_Acc_Exp/eval_phase/train_stream/Task007/Exp007,Time_Exp/eval_phase/train_stream/Task007/Exp007,Top1_Acc_Stream/eval_phase/train_stream/Task007,Time_Stream/eval_phase/train_stream/Task007,Top1_Acc_MB/train_phase/train_stream/Task007,Time_MB/train_phase/train_stream/Task007,Top1_Acc_Epoch/train_phase/train_stream/Task007,Time_Epoch/train_phase/train_stream/Task007,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8b9b6920>/train_phase/train_stream/Task007/Exp007,Top1_Acc_Exp/eval_phase/train_stream/Task008/Exp008,Time_Exp/eval_phase/train_stream/Task008/Exp008,Top1_Acc_Stream/eval_phase/train_stream/Task008,Time_Stream/eval_phase/train_stream/Task008,Top1_Acc_MB/train_phase/train_stream/Task008,Time_MB/train_phase/train_stream/Task008,Top1_Acc_Epoch/train_phase/train_stream/Task008,Time_Epoch/train_phase/train_stream/Task008,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8b9b6920>/train_phase/train_stream/Task008/Exp008,Top1_Acc_Exp/eval_phase/train_stream/Task009/Exp009,Time_Exp/eval_phase/train_stream/Task009/Exp009,Top1_Acc_Stream/eval_phase/train_stream/Task009,Time_Stream/eval_phase/train_stream/Task009,Top1_Acc_MB/train_phase/train_stream/Task009,Time_MB/train_phase/train_stream/Task009,Top1_Acc_Epoch/train_phase/train_stream/Task009,Time_Epoch/train_phase/train_stream/Task009,<eval.metrics.ProjectionOverheadMetric object at 0x7fdd8b9b6920>/train_phase/train_stream/Task009/Exp009
0.25,0.1358617739751935,0.25925925925925924,0.18330261623486876,0.16129032258064516,0.21014913404360414,0.2,0.14912586007267237,0.2830188679245283,0.3391769672743976,0.27586206896551724,0.18439827533438802,0.1,0.13705043261870742,0.25,0.14903375785797834,0.1,0.11974901100620627,0.2,0.24990329192951322,0.21818181818181817,1.8884152709506452,0.2125,0.49501127703115344,0.2125,0.49744688626378775,0.3125,0.2737177708186209,0.25,1.254464300815016,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.15005261497572064,0.25925925925925924,0.18871818482875824,0.16129032258064516,0.2223946936428547,0.2,0.1492031724192202,0.2830188679245283,0.35452428739517927,0.27586206896551724,0.19440890802070498,0.1,0.1492892629466951,0.25,0.1492639221251011,0.1,0.14926927303895354,0.2,0.24962883815169334,0.21818181818181817,1.987369863782078,0.2125,0.49501127703115344,0.2125,0.49744688626378775,0.3125,0.2737177708186209,0.25,1.254464300815016,0.0,2,0.16666666666666666,0.6826005829498172,0.16666666666666666,0.6850092718377709,0.16666666666666666,0.2175637250766158,0.16666666666666666,1.6794968070462346,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.15020411694422364,0.25925925925925924,0.1864711889065802,0.16129032258064516,0.22255748696625233,0.2,0.1405227999202907,0.2830188679245283,0.36326518887653947,0.27586206896551724,0.19720489205792546,0.1,0.14915834972634912,0.25,0.137083793990314,0.1,0.14914976013824344,0.2,0.24978030985221267,0.21818181818181817,1.9761174586601555,0.2125,0.49501127703115344,0.2125,0.49744688626378775,0.3125,0.2737177708186209,0.25,1.254464300815016,0.0,3,0.16666666666666666,0.6826005829498172,0.16666666666666666,0.6850092718377709,0.16666666666666666,0.2175637250766158,0.16666666666666666,1.6794968070462346,0.0,0.18181818181818182,0.7631870661862195,0.18181818181818182,0.7655879249796271,0.12,0.39145193900913,0.18181818181818182,1.819130931980908,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.15020666737109423,0.25925925925925924,0.19529064325615764,0.16129032258064516,0.19587015081197023,0.2,0.14914438035339117,0.2830188679245283,0.3549201930873096,0.27586206896551724,0.2084248261526227,0.1,0.14895071694627404,0.25,0.14890812616795301,0.1,0.13714152481406927,0.2,0.2497671190649271,0.21818181818181817,1.9691742360591888,0.2125,0.49501127703115344,0.2125,0.49744688626378775,0.3125,0.2737177708186209,0.25,1.254464300815016,0.0,4,0.16666666666666666,0.6826005829498172,0.16666666666666666,0.6850092718377709,0.16666666666666666,0.2175637250766158,0.16666666666666666,1.6794968070462346,0.0,0.18181818181818182,0.7631870661862195,0.18181818181818182,0.7655879249796271,0.12,0.39145193900913,0.18181818181818182,1.819130931980908,0.0,0.325,0.4784951969049871,0.325,0.48088513500988483,0.4375,0.24637953517958522,0.325,1.196345233824104,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.13546568807214499,0.25925925925925924,0.1690859543159604,0.16129032258064516,0.21042591892182827,0.2,0.14842636790126562,0.2830188679245283,0.3369091199710965,0.27586206896551724,0.19930123817175627,0.1,0.12778760213404894,0.25,0.14927598182111979,0.1,0.1493055527098477,0.2,0.24315099092200398,0.21818181818181817,1.899791735690087,0.2125,0.49501127703115344,0.2125,0.49744688626378775,0.3125,0.2737177708186209,0.25,1.254464300815016,0.0,5,0.16666666666666666,0.6826005829498172,0.16666666666666666,0.6850092718377709,0.16666666666666666,0.2175637250766158,0.16666666666666666,1.6794968070462346,0.0,0.18181818181818182,0.7631870661862195,0.18181818181818182,0.7655879249796271,0.12,0.39145193900913,0.18181818181818182,1.819130931980908,0.0,0.325,0.4784951969049871,0.325,0.48088513500988483,0.4375,0.24637953517958522,0.325,1.196345233824104,0.0,0.19811320754716982,1.280017586890608,0.19811320754716982,1.2824469259940088,0.35,0.3327551521360874,0.19811320754716982,3.209000567905605,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.1502435877919197,0.25925925925925924,0.19537715427577496,0.16129032258064516,0.22256320714950562,0.2,0.1299924678169191,0.2830188679245283,0.363364000339061,0.27586206896551724,0.19927837839350104,0.1,0.14917907118797302,0.25,0.14939536387100816,0.1,0.14267104491591454,0.2,0.24974347883835435,0.21818181818181817,1.9824955142103136,0.2125,0.49501127703115344,0.2125,0.49744688626378775,0.3125,0.2737177708186209,0.25,1.254464300815016,0.0,6,0.16666666666666666,0.6826005829498172,0.16666666666666666,0.6850092718377709,0.16666666666666666,0.2175637250766158,0.16666666666666666,1.6794968070462346,0.0,0.18181818181818182,0.7631870661862195,0.18181818181818182,0.7655879249796271,0.12,0.39145193900913,0.18181818181818182,1.819130931980908,0.0,0.325,0.4784951969049871,0.325,0.48088513500988483,0.4375,0.24637953517958522,0.325,1.196345233824104,0.0,0.19811320754716982,1.280017586890608,0.19811320754716982,1.2824469259940088,0.35,0.3327551521360874,0.19811320754716982,3.209000567905605,0.0,0.25217391304347825,0.6891419189050794,0.25217391304347825,0.6915614092722535,0.15789473684210525,0.3012239276431501,0.25217391304347825,1.7266935361549258,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.13730977708473802,0.25925925925925924,0.19541464420035481,0.16129032258064516,0.21031824685633183,0.2,0.13700233213603497,0.2830188679245283,0.3371110316365957,0.27586206896551724,0.19613940501585603,0.1,0.09663007408380508,0.25,0.06408445490524173,0.1,0.06397724291309714,0.2,0.10963843623176217,0.21818181818181817,1.577845968771726,0.2125,0.49501127703115344,0.2125,0.49744688626378775,0.3125,0.2737177708186209,0.25,1.254464300815016,0.0,7,0.16666666666666666,0.6826005829498172,0.16666666666666666,0.6850092718377709,0.16666666666666666,0.2175637250766158,0.16666666666666666,1.6794968070462346,0.0,0.18181818181818182,0.7631870661862195,0.18181818181818182,0.7655879249796271,0.12,0.39145193900913,0.18181818181818182,1.819130931980908,0.0,0.325,0.4784951969049871,0.325,0.48088513500988483,0.4375,0.24637953517958522,0.325,1.196345233824104,0.0,0.19811320754716982,1.280017586890608,0.19811320754716982,1.2824469259940088,0.35,0.3327551521360874,0.19811320754716982,3.209000567905605,0.0,0.25217391304347825,0.6891419189050794,0.25217391304347825,0.6915614092722535,0.15789473684210525,0.3012239276431501,0.25217391304347825,1.7266935361549258,0.0,0.225,0.5014017997309566,0.225,0.5038179797120392,0.125,0.24588688602671027,0.225,1.2276081619784236,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0.06408391473814845,0.25925925925925924,0.09602667530998588,0.16129032258064516,0.1149150519631803,0.2,0.0755494306795299,0.2830188679245283,0.25829822942614555,0.27586206896551724,0.19352069264277816,0.1,0.14937299396842718,0.25,0.13808711990714073,0.1,0.13796514784917235,0.2,0.23909976705908775,0.21818181818181817,1.4973630579188466,0.2125,0.49501127703115344,0.2125,0.49744688626378775,0.3125,0.2737177708186209,0.25,1.254464300815016,0.0,8,0.16666666666666666,0.6826005829498172,0.16666666666666666,0.6850092718377709,0.16666666666666666,0.2175637250766158,0.16666666666666666,1.6794968070462346,0.0,0.18181818181818182,0.7631870661862195,0.18181818181818182,0.7655879249796271,0.12,0.39145193900913,0.18181818181818182,1.819130931980908,0.0,0.325,0.4784951969049871,0.325,0.48088513500988483,0.4375,0.24637953517958522,0.325,1.196345233824104,0.0,0.19811320754716982,1.280017586890608,0.19811320754716982,1.2824469259940088,0.35,0.3327551521360874,0.19811320754716982,3.209000567905605,0.0,0.25217391304347825,0.6891419189050794,0.25217391304347825,0.6915614092722535,0.15789473684210525,0.3012239276431501,0.25217391304347825,1.7266935361549258,0.0,0.225,0.5014017997309566,0.225,0.5038179797120392,0.125,0.24588688602671027,0.225,1.2276081619784236,0.0,0.2625,0.2379523068666458,0.2625,0.24034640612080693,0.125,0.11968704033643007,0.2625,0.5671947123482823,0.0,,,,,,,,,,,,,,,,,,
0.25,0.13977382658049464,0.25925925925925924,0.19563389709219337,0.16129032258064516,0.20634420309215784,0.2,0.14915444096550345,0.2830188679245283,0.33504724921658635,0.27586206896551724,0.19746248703449965,0.1,0.14933434268459678,0.25,0.13945697201415896,0.1,0.13715927489101887,0.2,0.242139196023345,0.21818181818181817,1.9223815333098173,0.2125,0.49501127703115344,0.2125,0.49744688626378775,0.3125,0.2737177708186209,0.25,1.254464300815016,0.0,9,0.16666666666666666,0.6826005829498172,0.16666666666666666,0.6850092718377709,0.16666666666666666,0.2175637250766158,0.16666666666666666,1.6794968070462346,0.0,0.18181818181818182,0.7631870661862195,0.18181818181818182,0.7655879249796271,0.12,0.39145193900913,0.18181818181818182,1.819130931980908,0.0,0.325,0.4784951969049871,0.325,0.48088513500988483,0.4375,0.24637953517958522,0.325,1.196345233824104,0.0,0.19811320754716982,1.280017586890608,0.19811320754716982,1.2824469259940088,0.35,0.3327551521360874,0.19811320754716982,3.209000567905605,0.0,0.25217391304347825,0.6891419189050794,0.25217391304347825,0.6915614092722535,0.15789473684210525,0.3012239276431501,0.25217391304347825,1.7266935361549258,0.0,0.225,0.5014017997309566,0.225,0.5038179797120392,0.125,0.24588688602671027,0.225,1.2276081619784236,0.0,0.2625,0.2379523068666458,0.2625,0.24034640612080693,0.125,0.11968704033643007,0.2625,0.5671947123482823,0.0,0.2375,0.5261319428682327,0.2375,0.5285445018671453,0.1875,0.27659139689058065,0.2375,1.212182111106813,0.0,,,,,,,,,
0.25,0.12326501868665218,0.25925925925925924,0.18539592111483216,0.16129032258064516,0.2110351389274001,0.2,0.13757773209363222,0.2830188679245283,0.35157835902646184,0.27586206896551724,0.19604205479845405,0.1,0.1368300593458116,0.25,0.13707419391721487,0.1,0.137166284956038,0.2,0.2376408721320331,0.21818181818181817,1.8843418029136956,0.2125,0.49501127703115344,0.2125,0.49744688626378775,0.3125,0.2737177708186209,0.25,1.254464300815016,0.0,10,0.16666666666666666,0.6826005829498172,0.16666666666666666,0.6850092718377709,0.16666666666666666,0.2175637250766158,0.16666666666666666,1.6794968070462346,0.0,0.18181818181818182,0.7631870661862195,0.18181818181818182,0.7655879249796271,0.12,0.39145193900913,0.18181818181818182,1.819130931980908,0.0,0.325,0.4784951969049871,0.325,0.48088513500988483,0.4375,0.24637953517958522,0.325,1.196345233824104,0.0,0.19811320754716982,1.280017586890608,0.19811320754716982,1.2824469259940088,0.35,0.3327551521360874,0.19811320754716982,3.209000567905605,0.0,0.25217391304347825,0.6891419189050794,0.25217391304347825,0.6915614092722535,0.15789473684210525,0.3012239276431501,0.25217391304347825,1.7266935361549258,0.0,0.225,0.5014017997309566,0.225,0.5038179797120392,0.125,0.24588688602671027,0.225,1.2276081619784236,0.0,0.2625,0.2379523068666458,0.2625,0.24034640612080693,0.125,0.11968704033643007,0.2625,0.5671947123482823,0.0,0.2375,0.5261319428682327,0.2375,0.5285445018671453,0.1875,0.27659139689058065,0.2375,1.212182111106813,0.0,0.21014492753623187,0.882563800085336,0.21014492753623187,0.8849685587920249,0.2,0.18032851768657565,0.21014492753623187,2.130075546912849,0.0
